avg_pitch,avg_duration,avg_velocity,total_notes,pitch_variance,velocity_variance,pitch_range,note_density,tempo,rhythm_std,melodic_complexity,emotion,feature_vector,composer,title,midi_path
64.29,0.62,58.63,1516,93.54,221.82,46,4.83,159.56,0.64,10.1,Calm,"{'avg_pitch': np.float64(64.29), 'avg_duration': np.float64(0.62), 'avg_velocity': np.float64(58.63), 'pitch_variance': np.float64(93.54), 'velocity_variance': np.float64(221.82), 'pitch_range': np.int64(46), 'note_density': np.float64(4.83), 'tempo': np.float64(159.56), 'rhythm_std': np.float64(0.64), 'melodic_complexity': np.float64(10.1), 'total_notes': 1516}",Johann Sebastian Bach,"Prelude and Fugue in B-flat Minor, WTC I, BWV 867",2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--1.midi
64.29,0.63,65.62,1519,92.99,215.81,46,4.8,148.95,0.69,10.67,Calm,"{'avg_pitch': np.float64(64.29), 'avg_duration': np.float64(0.63), 'avg_velocity': np.float64(65.62), 'pitch_variance': np.float64(92.99), 'velocity_variance': np.float64(215.81), 'pitch_range': np.int64(46), 'note_density': np.float64(4.8), 'tempo': np.float64(148.95), 'rhythm_std': np.float64(0.69), 'melodic_complexity': np.float64(10.67), 'total_notes': 1519}",Johann Sebastian Bach,"Prelude and Fugue in B-flat Minor, WTC I, BWV 867",2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--1.midi
64.29,0.76,61.82,1529,92.66,256.35,46,4.33,143.74,0.88,10.48,Calm,"{'avg_pitch': np.float64(64.29), 'avg_duration': np.float64(0.76), 'avg_velocity': np.float64(61.82), 'pitch_variance': np.float64(92.66), 'velocity_variance': np.float64(256.35), 'pitch_range': np.int64(46), 'note_density': np.float64(4.33), 'tempo': np.float64(143.74), 'rhythm_std': np.float64(0.88), 'melodic_complexity': np.float64(10.48), 'total_notes': 1529}",Johann Sebastian Bach,"Prelude and Fugue in B-flat Minor, WTC I, BWV 867",2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_18_R1_2013_wav--1.midi
64.28,0.85,57.67,1516,93.23,234.67,46,4.49,147.26,0.9,10.45,Calm,"{'avg_pitch': np.float64(64.28), 'avg_duration': np.float64(0.85), 'avg_velocity': np.float64(57.67), 'pitch_variance': np.float64(93.23), 'velocity_variance': np.float64(234.67), 'pitch_range': np.int64(46), 'note_density': np.float64(4.49), 'tempo': np.float64(147.26), 'rhythm_std': np.float64(0.9), 'melodic_complexity': np.float64(10.45), 'total_notes': 1516}",Johann Sebastian Bach,"Prelude and Fugue in B-flat Minor, WTC I, BWV 867",2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_12_Track12_wav.midi
62.46,0.3,68.58,2945,99.27,147.65,48,8.14,188.45,0.36,11.59,Calm,"{'avg_pitch': np.float64(62.46), 'avg_duration': np.float64(0.3), 'avg_velocity': np.float64(68.58), 'pitch_variance': np.float64(99.27), 'velocity_variance': np.float64(147.65), 'pitch_range': np.int64(48), 'note_density': np.float64(8.14), 'tempo': np.float64(188.45), 'rhythm_std': np.float64(0.36), 'melodic_complexity': np.float64(11.59), 'total_notes': 2945}",Johann Sebastian Bach,"Prelude and Fugue in B-flat Minor, WTC II",2008/MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--1.midi
61.59,0.33,69.74,1883,103.85,161.95,48,8.08,232.28,0.57,10.27,Calm,"{'avg_pitch': np.float64(61.59), 'avg_duration': np.float64(0.33), 'avg_velocity': np.float64(69.74), 'pitch_variance': np.float64(103.85), 'velocity_variance': np.float64(161.95), 'pitch_range': np.int64(48), 'note_density': np.float64(8.08), 'tempo': np.float64(232.28), 'rhythm_std': np.float64(0.57), 'melodic_complexity': np.float64(10.27), 'total_notes': 1883}",Johann Sebastian Bach,"Prelude and Fugue in C Major, WTC  II, BWV 870",2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--1.midi
61.62,0.35,68.17,1925,103.4,164.51,48,8.02,229.43,0.68,10.2,Calm,"{'avg_pitch': np.float64(61.62), 'avg_duration': np.float64(0.35), 'avg_velocity': np.float64(68.17), 'pitch_variance': np.float64(103.4), 'velocity_variance': np.float64(164.51), 'pitch_range': np.int64(48), 'note_density': np.float64(8.02), 'tempo': np.float64(229.43), 'rhythm_std': np.float64(0.68), 'melodic_complexity': np.float64(10.2), 'total_notes': 1925}",Johann Sebastian Bach,"Prelude and Fugue in C Major, WTC II, BWV 846",2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--1.midi
61.61,0.44,72.92,1904,103.4,238.27,48,7.36,222.2,0.76,10.27,Calm,"{'avg_pitch': np.float64(61.61), 'avg_duration': np.float64(0.44), 'avg_velocity': np.float64(72.92), 'pitch_variance': np.float64(103.4), 'velocity_variance': np.float64(238.27), 'pitch_range': np.int64(48), 'note_density': np.float64(7.36), 'tempo': np.float64(222.2), 'rhythm_std': np.float64(0.76), 'melodic_complexity': np.float64(10.27), 'total_notes': 1904}",Johann Sebastian Bach,"Prelude and Fugue in C Major, WTC II, BWV 870",2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_20_R1_2015_wav--1.midi
62.17,0.41,59.11,1354,81.04,158.1,48,5.67,182.13,0.56,10.48,Calm,"{'avg_pitch': np.float64(62.17), 'avg_duration': np.float64(0.41), 'avg_velocity': np.float64(59.11), 'pitch_variance': np.float64(81.04), 'velocity_variance': np.float64(158.1), 'pitch_range': np.int64(48), 'note_density': np.float64(5.67), 'tempo': np.float64(182.13), 'rhythm_std': np.float64(0.56), 'melodic_complexity': np.float64(10.48), 'total_notes': 1354}",Johann Sebastian Bach,"Prelude and Fugue in C Minor, WTC II, BWV 871",2011/MIDI-Unprocessed_21_R1_2011_MID--AUDIO_R1-D8_07_Track07_wav.midi
64.24,0.14,64.72,2243,102.86,90.54,47,10.98,228.38,0.17,11.38,Calm,"{'avg_pitch': np.float64(64.24), 'avg_duration': np.float64(0.14), 'avg_velocity': np.float64(64.72), 'pitch_variance': np.float64(102.86), 'velocity_variance': np.float64(90.54), 'pitch_range': np.int64(47), 'note_density': np.float64(10.98), 'tempo': np.float64(228.38), 'rhythm_std': np.float64(0.17), 'melodic_complexity': np.float64(11.38), 'total_notes': 2243}",Johann Sebastian Bach,"Prelude and Fugue in C sharp major, WTC I, BWV 848",2011/MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_08_Track08_wav.midi
64.2,0.13,65.41,2238,102.73,99.45,47,10.66,208.25,0.15,11.33,Calm,"{'avg_pitch': np.float64(64.2), 'avg_duration': np.float64(0.13), 'avg_velocity': np.float64(65.41), 'pitch_variance': np.float64(102.73), 'velocity_variance': np.float64(99.45), 'pitch_range': np.int64(47), 'note_density': np.float64(10.66), 'tempo': np.float64(208.25), 'rhythm_std': np.float64(0.15), 'melodic_complexity': np.float64(11.33), 'total_notes': 2238}",Johann Sebastian Bach,"Prelude and Fugue in C-Sharp Major, WTC I, BWV 848",2011/MIDI-Unprocessed_04_R1_2011_MID--AUDIO_R1-D2_02_Track02_wav.midi
64.24,0.14,68.57,2246,102.72,117.99,47,11.07,221.93,0.16,10.83,Calm,"{'avg_pitch': np.float64(64.24), 'avg_duration': np.float64(0.14), 'avg_velocity': np.float64(68.57), 'pitch_variance': np.float64(102.72), 'velocity_variance': np.float64(117.99), 'pitch_range': np.int64(47), 'note_density': np.float64(11.07), 'tempo': np.float64(221.93), 'rhythm_std': np.float64(0.16), 'melodic_complexity': np.float64(10.83), 'total_notes': 2246}",Johann Sebastian Bach,"Prelude and Fugue in C-Sharp Major, WTC I, BWV 848",2011/MIDI-Unprocessed_12_R1_2011_MID--AUDIO_R1-D4_15_Track15_wav.midi
62.83,0.54,67.39,2034,103.97,133.98,48,6.19,199.04,0.74,11.01,Calm,"{'avg_pitch': np.float64(62.83), 'avg_duration': np.float64(0.54), 'avg_velocity': np.float64(67.39), 'pitch_variance': np.float64(103.97), 'velocity_variance': np.float64(133.98), 'pitch_range': np.int64(48), 'note_density': np.float64(6.19), 'tempo': np.float64(199.04), 'rhythm_std': np.float64(0.74), 'melodic_complexity': np.float64(11.01), 'total_notes': 2034}",Johann Sebastian Bach,"Prelude and Fugue in C-Sharp Minor, WTC I, BWV 849",2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_02_R1_2014_wav--1.midi
64.25,0.14,74.59,2280,102.28,134.11,47,10.93,229.22,0.18,11.34,Calm,"{'avg_pitch': np.float64(64.25), 'avg_duration': np.float64(0.14), 'avg_velocity': np.float64(74.59), 'pitch_variance': np.float64(102.28), 'velocity_variance': np.float64(134.11), 'pitch_range': np.int64(47), 'note_density': np.float64(10.93), 'tempo': np.float64(229.22), 'rhythm_std': np.float64(0.18), 'melodic_complexity': np.float64(11.34), 'total_notes': 2280}",Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, BWV 848",2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--1.midi
64.19,0.11,68.06,2246,102.95,58.62,47,12.48,227.09,0.17,11.53,Calm,"{'avg_pitch': np.float64(64.19), 'avg_duration': np.float64(0.11), 'avg_velocity': np.float64(68.06), 'pitch_variance': np.float64(102.95), 'velocity_variance': np.float64(58.62), 'pitch_range': np.int64(47), 'note_density': np.float64(12.48), 'tempo': np.float64(227.09), 'rhythm_std': np.float64(0.17), 'melodic_complexity': np.float64(11.53), 'total_notes': 2246}",Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, WTC I",2008/MIDI-Unprocessed_02_R1_2008_01-05_ORIG_MID--AUDIO_02_R1_2008_wav--1.midi
64.2,0.12,65.66,2241,102.81,102.44,47,11.45,231.53,0.13,11.43,Calm,"{'avg_pitch': np.float64(64.2), 'avg_duration': np.float64(0.12), 'avg_velocity': np.float64(65.66), 'pitch_variance': np.float64(102.81), 'velocity_variance': np.float64(102.44), 'pitch_range': np.int64(47), 'note_density': np.float64(11.45), 'tempo': np.float64(231.53), 'rhythm_std': np.float64(0.13), 'melodic_complexity': np.float64(11.43), 'total_notes': 2241}",Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, WTC I",2008/MIDI-Unprocessed_10_R1_2008_01-04_ORIG_MID--AUDIO_10_R1_2008_wav--1.midi
64.23,0.15,70.89,2249,103.06,117.97,47,10.32,217.29,0.22,11.34,Calm,"{'avg_pitch': np.float64(64.23), 'avg_duration': np.float64(0.15), 'avg_velocity': np.float64(70.89), 'pitch_variance': np.float64(103.06), 'velocity_variance': np.float64(117.97), 'pitch_range': np.int64(47), 'note_density': np.float64(10.32), 'tempo': np.float64(217.29), 'rhythm_std': np.float64(0.22), 'melodic_complexity': np.float64(11.34), 'total_notes': 2249}",Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, WTC I, BWV 848",2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_09_R1_2015_wav--1.midi
64.18,0.16,63.66,2235,102.35,132.33,47,10.59,216.32,0.21,10.69,Calm,"{'avg_pitch': np.float64(64.18), 'avg_duration': np.float64(0.16), 'avg_velocity': np.float64(63.66), 'pitch_variance': np.float64(102.35), 'velocity_variance': np.float64(132.33), 'pitch_range': np.int64(47), 'note_density': np.float64(10.59), 'tempo': np.float64(216.32), 'rhythm_std': np.float64(0.21), 'melodic_complexity': np.float64(10.69), 'total_notes': 2235}",Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, WTC I, BWV 848",2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--1.midi
64.25,0.13,67.07,2242,102.9,125.28,47,11.5,229.86,0.17,11.1,Calm,"{'avg_pitch': np.float64(64.25), 'avg_duration': np.float64(0.13), 'avg_velocity': np.float64(67.07), 'pitch_variance': np.float64(102.9), 'velocity_variance': np.float64(125.28), 'pitch_range': np.int64(47), 'note_density': np.float64(11.5), 'tempo': np.float64(229.86), 'rhythm_std': np.float64(0.17), 'melodic_complexity': np.float64(11.1), 'total_notes': 2242}",Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, WTC I, BWV 848",2017/MIDI-Unprocessed_059_PIANO059_MID--AUDIO-split_07-07-17_Piano-e_2-03_wav--1.midi
62.73,0.89,65.16,1991,105.63,164.89,48,4.36,154.35,0.96,10.68,Calm,"{'avg_pitch': np.float64(62.73), 'avg_duration': np.float64(0.89), 'avg_velocity': np.float64(65.16), 'pitch_variance': np.float64(105.63), 'velocity_variance': np.float64(164.89), 'pitch_range': np.int64(48), 'note_density': np.float64(4.36), 'tempo': np.float64(154.35), 'rhythm_std': np.float64(0.96), 'melodic_complexity': np.float64(10.68), 'total_notes': 1991}",Johann Sebastian Bach,"Prelude and Fugue in C-sharp Minor, Book I, BWV 849",2018/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018_wav--1.midi
62.77,0.5,59.35,2034,104.0,127.8,48,6.29,197.57,0.67,10.48,Calm,"{'avg_pitch': np.float64(62.77), 'avg_duration': np.float64(0.5), 'avg_velocity': np.float64(59.35), 'pitch_variance': np.float64(104.0), 'velocity_variance': np.float64(127.8), 'pitch_range': np.int64(48), 'note_density': np.float64(6.29), 'tempo': np.float64(197.57), 'rhythm_std': np.float64(0.67), 'melodic_complexity': np.float64(10.48), 'total_notes': 2034}",Johann Sebastian Bach,"Prelude and Fugue in C-sharp Minor, WTC I",2008/MIDI-Unprocessed_17_R1_2008_01-04_ORIG_MID--AUDIO_17_R1_2008_wav--1.midi
62.8,0.62,58.34,2035,104.05,205.81,48,4.56,176.96,0.8,11.01,Calm,"{'avg_pitch': np.float64(62.8), 'avg_duration': np.float64(0.62), 'avg_velocity': np.float64(58.34), 'pitch_variance': np.float64(104.05), 'velocity_variance': np.float64(205.81), 'pitch_range': np.int64(48), 'note_density': np.float64(4.56), 'tempo': np.float64(176.96), 'rhythm_std': np.float64(0.8), 'melodic_complexity': np.float64(11.01), 'total_notes': 2035}",Johann Sebastian Bach,"Prelude and Fugue in C-sharp Minor, WTC I, BWV 849",2017/MIDI-Unprocessed_044_PIANO044_MID--AUDIO-split_07-06-17_Piano-e_1-04_wav--1.midi
63.33,0.32,60.19,2738,99.27,204.32,46,7.16,223.23,0.51,10.48,Calm,"{'avg_pitch': np.float64(63.33), 'avg_duration': np.float64(0.32), 'avg_velocity': np.float64(60.19), 'pitch_variance': np.float64(99.27), 'velocity_variance': np.float64(204.32), 'pitch_range': np.int64(46), 'note_density': np.float64(7.16), 'tempo': np.float64(223.23), 'rhythm_std': np.float64(0.51), 'melodic_complexity': np.float64(10.48), 'total_notes': 2738}",Johann Sebastian Bach,"Prelude and Fugue in C-sharp Minor, WTC II",2008/MIDI-Unprocessed_11_R3_2008_01-04_ORIG_MID--AUDIO_11_R3_2008_wav--1.midi
61.1,0.35,61.12,2404,97.59,135.28,46,7.67,184.94,0.47,10.95,Calm,"{'avg_pitch': np.float64(61.1), 'avg_duration': np.float64(0.35), 'avg_velocity': np.float64(61.12), 'pitch_variance': np.float64(97.59), 'velocity_variance': np.float64(135.28), 'pitch_range': np.int64(46), 'note_density': np.float64(7.67), 'tempo': np.float64(184.94), 'rhythm_std': np.float64(0.47), 'melodic_complexity': np.float64(10.95), 'total_notes': 2404}",Johann Sebastian Bach,"Prelude and Fugue in D Major, Book II",2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018_wav--1.midi
64.32,0.22,61.54,1498,111.25,134.51,45,8.52,212.5,0.39,10.23,Calm,"{'avg_pitch': np.float64(64.32), 'avg_duration': np.float64(0.22), 'avg_velocity': np.float64(61.54), 'pitch_variance': np.float64(111.25), 'velocity_variance': np.float64(134.51), 'pitch_range': np.int64(45), 'note_density': np.float64(8.52), 'tempo': np.float64(212.5), 'rhythm_std': np.float64(0.39), 'melodic_complexity': np.float64(10.23), 'total_notes': 1498}",Johann Sebastian Bach,"Prelude and Fugue in D Major, WTC I, BWV 850",2011/MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_07_Track07_wav.midi
64.04,0.29,67.85,1514,118.33,194.01,57,7.19,209.36,0.47,10.13,Calm,"{'avg_pitch': np.float64(64.04), 'avg_duration': np.float64(0.29), 'avg_velocity': np.float64(67.85), 'pitch_variance': np.float64(118.33), 'velocity_variance': np.float64(194.01), 'pitch_range': np.int64(57), 'note_density': np.float64(7.19), 'tempo': np.float64(209.36), 'rhythm_std': np.float64(0.47), 'melodic_complexity': np.float64(10.13), 'total_notes': 1514}",Johann Sebastian Bach,"Prelude and Fugue in D Major, WTC I, BWV 850",2017/MIDI-Unprocessed_053_PIANO053_MID--AUDIO-split_07-06-17_Piano-e_3-04_wav--1.midi
61.11,0.42,71.88,2418,97.51,218.74,47,6.46,192.57,0.51,10.53,Calm,"{'avg_pitch': np.float64(61.11), 'avg_duration': np.float64(0.42), 'avg_velocity': np.float64(71.88), 'pitch_variance': np.float64(97.51), 'velocity_variance': np.float64(218.74), 'pitch_range': np.int64(47), 'note_density': np.float64(6.46), 'tempo': np.float64(192.57), 'rhythm_std': np.float64(0.51), 'melodic_complexity': np.float64(10.53), 'total_notes': 2418}",Johann Sebastian Bach,"Prelude and Fugue in D Major, WTC II, BWV 874",2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_19_R1_2015_wav--1.midi
61.18,0.33,64.62,2438,97.4,203.66,46,6.91,190.41,0.48,10.66,Calm,"{'avg_pitch': np.float64(61.18), 'avg_duration': np.float64(0.33), 'avg_velocity': np.float64(64.62), 'pitch_variance': np.float64(97.4), 'velocity_variance': np.float64(203.66), 'pitch_range': np.int64(46), 'note_density': np.float64(6.91), 'tempo': np.float64(190.41), 'rhythm_std': np.float64(0.48), 'melodic_complexity': np.float64(10.66), 'total_notes': 2438}",Johann Sebastian Bach,"Prelude and Fugue in D Major, WTC II, BWV 874",2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--1.midi
61.77,0.14,72.65,1574,104.76,162.63,46,10.25,223.71,0.22,10.81,Calm,"{'avg_pitch': np.float64(61.77), 'avg_duration': np.float64(0.14), 'avg_velocity': np.float64(72.65), 'pitch_variance': np.float64(104.76), 'velocity_variance': np.float64(162.63), 'pitch_range': np.int64(46), 'note_density': np.float64(10.25), 'tempo': np.float64(223.71), 'rhythm_std': np.float64(0.22), 'melodic_complexity': np.float64(10.81), 'total_notes': 1574}",Johann Sebastian Bach,"Prelude and Fugue in D Major, WTC II, BWV 874",2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_02_Track02_wav.midi
60.15,0.55,57.65,872,82.45,218.98,43,5.07,152.9,0.51,10.7,Calm,"{'avg_pitch': np.float64(60.15), 'avg_duration': np.float64(0.55), 'avg_velocity': np.float64(57.65), 'pitch_variance': np.float64(82.45), 'velocity_variance': np.float64(218.98), 'pitch_range': np.int64(43), 'note_density': np.float64(5.07), 'tempo': np.float64(152.9), 'rhythm_std': np.float64(0.51), 'melodic_complexity': np.float64(10.7), 'total_notes': 872}",Johann Sebastian Bach,"Prelude and Fugue in D Major, WTC II, BWV 874",2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_03_Track03_wav.midi
61.9,0.21,64.77,1906,91.24,109.08,46,9.35,224.47,0.25,10.09,Calm,"{'avg_pitch': np.float64(61.9), 'avg_duration': np.float64(0.21), 'avg_velocity': np.float64(64.77), 'pitch_variance': np.float64(91.24), 'velocity_variance': np.float64(109.08), 'pitch_range': np.int64(46), 'note_density': np.float64(9.35), 'tempo': np.float64(224.47), 'rhythm_std': np.float64(0.25), 'melodic_complexity': np.float64(10.09), 'total_notes': 1906}",Johann Sebastian Bach,"Prelude and Fugue in D Minor, Book II",2004/MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_01_Track01_wav.midi
62.82,0.27,58.86,1645,85.59,175.76,48,7.44,227.66,0.4,10.3,Calm,"{'avg_pitch': np.float64(62.82), 'avg_duration': np.float64(0.27), 'avg_velocity': np.float64(58.86), 'pitch_variance': np.float64(85.59), 'velocity_variance': np.float64(175.76), 'pitch_range': np.int64(48), 'note_density': np.float64(7.44), 'tempo': np.float64(227.66), 'rhythm_std': np.float64(0.4), 'melodic_complexity': np.float64(10.3), 'total_notes': 1645}",Johann Sebastian Bach,"Prelude and Fugue in D Minor, WTC I, BWV 851",2011/MIDI-Unprocessed_23_R1_2011_MID--AUDIO_R1-D9_02_Track02_wav.midi
61.91,0.23,67.89,1909,91.03,161.54,46,8.31,215.6,0.29,9.96,Calm,"{'avg_pitch': np.float64(61.91), 'avg_duration': np.float64(0.23), 'avg_velocity': np.float64(67.89), 'pitch_variance': np.float64(91.03), 'velocity_variance': np.float64(161.54), 'pitch_range': np.int64(46), 'note_density': np.float64(8.31), 'tempo': np.float64(215.6), 'rhythm_std': np.float64(0.29), 'melodic_complexity': np.float64(9.96), 'total_notes': 1909}",Johann Sebastian Bach,"Prelude and Fugue in D Minor, WTC II,  BWV 875",2011/MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_02_Track02_wav.midi
61.95,0.2,66.05,1904,91.04,178.09,46,8.91,213.15,0.3,10.13,Calm,"{'avg_pitch': np.float64(61.95), 'avg_duration': np.float64(0.2), 'avg_velocity': np.float64(66.05), 'pitch_variance': np.float64(91.04), 'velocity_variance': np.float64(178.09), 'pitch_range': np.int64(46), 'note_density': np.float64(8.91), 'tempo': np.float64(213.15), 'rhythm_std': np.float64(0.3), 'melodic_complexity': np.float64(10.13), 'total_notes': 1904}",Johann Sebastian Bach,"Prelude and Fugue in D Minor, WTC II, BWV 875",2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--1.midi
61.94,0.19,59.1,1898,91.14,119.87,46,9.1,219.63,0.25,9.78,Calm,"{'avg_pitch': np.float64(61.94), 'avg_duration': np.float64(0.19), 'avg_velocity': np.float64(59.1), 'pitch_variance': np.float64(91.14), 'velocity_variance': np.float64(119.87), 'pitch_range': np.int64(46), 'note_density': np.float64(9.1), 'tempo': np.float64(219.63), 'rhythm_std': np.float64(0.25), 'melodic_complexity': np.float64(9.78), 'total_notes': 1898}",Johann Sebastian Bach,"Prelude and Fugue in D Minor, WTC II, BWV 875",2017/MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--1.midi
64.79,0.25,61.94,1824,111.42,161.8,45,7.92,220.42,0.71,9.52,Calm,"{'avg_pitch': np.float64(64.79), 'avg_duration': np.float64(0.25), 'avg_velocity': np.float64(61.94), 'pitch_variance': np.float64(111.42), 'velocity_variance': np.float64(161.8), 'pitch_range': np.int64(45), 'note_density': np.float64(7.92), 'tempo': np.float64(220.42), 'rhythm_std': np.float64(0.71), 'melodic_complexity': np.float64(9.52), 'total_notes': 1824}",Johann Sebastian Bach,"Prelude and Fugue in D major, WTC I",2008/MIDI-Unprocessed_14_R1_2008_01-05_ORIG_MID--AUDIO_14_R1_2008_wav--1.midi
64.26,0.14,66.73,2254,102.94,131.99,47,11.21,227.58,0.16,11.44,Calm,"{'avg_pitch': np.float64(64.26), 'avg_duration': np.float64(0.14), 'avg_velocity': np.float64(66.73), 'pitch_variance': np.float64(102.94), 'velocity_variance': np.float64(131.99), 'pitch_range': np.int64(47), 'note_density': np.float64(11.21), 'tempo': np.float64(227.58), 'rhythm_std': np.float64(0.16), 'melodic_complexity': np.float64(11.44), 'total_notes': 2254}",Johann Sebastian Bach,"Prelude and Fugue in D-flat Major, WTC I, BWV 848",2011/MIDI-Unprocessed_08_R1_2011_MID--AUDIO_R1-D3_07_Track07_wav.midi
64.23,0.17,67.49,2239,103.28,123.67,49,9.69,210.13,0.2,11.29,Calm,"{'avg_pitch': np.float64(64.23), 'avg_duration': np.float64(0.17), 'avg_velocity': np.float64(67.49), 'pitch_variance': np.float64(103.28), 'velocity_variance': np.float64(123.67), 'pitch_range': np.int64(49), 'note_density': np.float64(9.69), 'tempo': np.float64(210.13), 'rhythm_std': np.float64(0.2), 'melodic_complexity': np.float64(11.29), 'total_notes': 2239}",Johann Sebastian Bach,"Prelude and Fugue in D-flat Major, WTC I, BWV 848",2017/MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--1.midi
63.18,0.46,69.62,2006,98.26,187.29,46,5.15,183.65,0.54,11.41,Calm,"{'avg_pitch': np.float64(63.18), 'avg_duration': np.float64(0.46), 'avg_velocity': np.float64(69.62), 'pitch_variance': np.float64(98.26), 'velocity_variance': np.float64(187.29), 'pitch_range': np.int64(46), 'note_density': np.float64(5.15), 'tempo': np.float64(183.65), 'rhythm_std': np.float64(0.54), 'melodic_complexity': np.float64(11.41), 'total_notes': 2006}",Johann Sebastian Bach,"Prelude and Fugue in D-sharp Minor, WTC II, BWV 877",2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_11_R1_2013_wav--1.midi
64.2,0.34,65.54,1182,89.95,125.03,46,7.53,232.69,0.61,10.0,Calm,"{'avg_pitch': np.float64(64.2), 'avg_duration': np.float64(0.34), 'avg_velocity': np.float64(65.54), 'pitch_variance': np.float64(89.95), 'velocity_variance': np.float64(125.03), 'pitch_range': np.int64(46), 'note_density': np.float64(7.53), 'tempo': np.float64(232.69), 'rhythm_std': np.float64(0.61), 'melodic_complexity': np.float64(10.0), 'total_notes': 1182}",Johann Sebastian Bach,"Prelude and Fugue in E Major, WTC I, BWV 854",2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--1.midi
64.19,0.23,71.09,1191,89.35,175.08,46,8.39,230.09,0.43,10.05,Calm,"{'avg_pitch': np.float64(64.19), 'avg_duration': np.float64(0.23), 'avg_velocity': np.float64(71.09), 'pitch_variance': np.float64(89.35), 'velocity_variance': np.float64(175.08), 'pitch_range': np.int64(46), 'note_density': np.float64(8.39), 'tempo': np.float64(230.09), 'rhythm_std': np.float64(0.43), 'melodic_complexity': np.float64(10.05), 'total_notes': 1191}",Johann Sebastian Bach,"Prelude and Fugue in E Major, WTC I, BWV 854",2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_17_R1_2013_wav--1.midi
64.18,0.32,64.87,1177,89.8,146.7,46,8.1,209.06,0.51,10.25,Calm,"{'avg_pitch': np.float64(64.18), 'avg_duration': np.float64(0.32), 'avg_velocity': np.float64(64.87), 'pitch_variance': np.float64(89.8), 'velocity_variance': np.float64(146.7), 'pitch_range': np.int64(46), 'note_density': np.float64(8.1), 'tempo': np.float64(209.06), 'rhythm_std': np.float64(0.51), 'melodic_complexity': np.float64(10.25), 'total_notes': 1177}",Johann Sebastian Bach,"Prelude and Fugue in E Major, WTC I, BWV 854",2011/MIDI-Unprocessed_03_R1_2011_MID--AUDIO_R1-D1_15_Track15_wav.midi
64.23,0.29,67.47,1201,88.75,149.98,46,7.95,220.38,0.57,10.03,Calm,"{'avg_pitch': np.float64(64.23), 'avg_duration': np.float64(0.29), 'avg_velocity': np.float64(67.47), 'pitch_variance': np.float64(88.75), 'velocity_variance': np.float64(149.98), 'pitch_range': np.int64(46), 'note_density': np.float64(7.95), 'tempo': np.float64(220.38), 'rhythm_std': np.float64(0.57), 'melodic_complexity': np.float64(10.03), 'total_notes': 1201}",Johann Sebastian Bach,"Prelude and Fugue in E Major, WTC I, BWV 854",2017/MIDI-Unprocessed_041_PIANO041_MID--AUDIO-split_07-06-17_Piano-e_1-01_wav--1.midi
